state,expenditure,year,raw,inf_adj,inf_adj_perchild
New Mexico,edsubs,1997,42760,60968.97266,112.575494
New York,edsubs,1997,906287,1292221.375,262.951195
North Carolina,edsubs,1997,182830,260686.5625,132.679835
North Dakota,edsubs,1997,14404,20537.81836,115.399152
Ohio,edsubs,1997,553903,789777.75,258.370787
Oklahoma,edsubs,1997,77460,110445.6641,116.958618
Oregon,edsubs,1997,78627,112109.6172,127.877265
Pennsylvania,edsubs,1997,495768,706886.4375,227.517724
Rhode Island,edsubs,1997,32110,45783.76172,178.442016
South Carolina,edsubs,1997,96681,137851.7656,130.175084
South Dakota,edsubs,1997,6887,9819.768555,45.030352
Tennessee,edsubs,1997,84210,120070.0938,83.600707
Texas,edsubs,1997,338872,483177.6875,81.202157
Utah,edsubs,1997,42806,61034.5625,81.931859
Vermont,edsubs,1997,36852,52545.10156,331.87288
Virginia,edsubs,1997,214773,306232.2188,172.67628
Washington,edsubs,1997,260298,371143.625,239.230961
West Virginia,edsubs,1997,38718,55205.72266,123.901606
Wisconsin,edsubs,1997,175386,250072.5938,174.050108
Wyoming,edsubs,1997,19453,27736.89063,194.709063
Alabama,edservs,1997,246057,350838.2188,295.500427
Alaska,edservs,1997,52355,74649.92188,379.158795
Arizona,edservs,1997,170281,242793.6719,186.288759
Arkansas,edservs,1997,189808,270636.0625,376.716375
California,edservs,1997,943805,1345716.125,140.78404
Colorado,edservs,1997,77419,110387.2031,101.746202
Connecticut,edservs,1997,138932,198094.9844,231.760517
Delaware,edservs,1997,81880,116747.8828,592.9268
District of Columbia,edservs,1997,0,0,0
Florida,edservs,1997,269777,384659.1875,104.490496
Georgia,edservs,1997,367228,523608.8438,244.135708
Hawaii,edservs,1997,11592,16528.35156,50.950214
Idaho,edservs,1997,41141,58660.53516,154.375106
Illinois,edservs,1997,426879,608661.6875,179.495439
Indiana,edservs,1997,162305,231421.1719,142.117515
Iowa,edservs,1997,103997,148283.2188,191.331953
Kansas,edservs,1997,81016,115515.9531,155.465022
Kentucky,edservs,1997,235765,336163.4688,317.001969
Louisiana,edservs,1997,213250,304060.6563,231.888756
Maine,edservs,1997,65699,93676.34375,290.686518
Maryland,edservs,1997,181476,258755.9688,186.948225
Massachusetts,edservs,1997,347996,496187.0625,318.918049
Michigan,edservs,1997,188167,268296.2813,98.535128
Minnesota,edservs,1997,149708,213459.8438,160.116896
Mississippi,edservs,1997,104690,149271.3281,181.799427
Missouri,edservs,1997,166343,237178.7188,158.304989
Montana,edservs,1997,54581,77823.84375,315.509319
Nebraska,edservs,1997,50470,71962.21094,151.389122
Nevada,edservs,1997,30146,42983.41016,92.484973
New Hampshire,edservs,1997,14867,21197.98242,66.591218
New Jersey,edservs,1997,103264,147238.0781,69.217078
New Mexico,edservs,1997,41443,59091.14063,109.108187
New York,edservs,1997,337101,480652.5,97.806893
North Carolina,edservs,1997,230018,327969.1563,166.924194
North Dakota,edservs,1997,38488,54877.77734,308.350623
Ohio,edservs,1997,219720,313285.8438,102.489479
Oklahoma,edservs,1997,82564,117723.1563,124.665268
Oregon,edservs,1997,117899,168105.2656,191.748425
Pennsylvania,edservs,1997,757693,1080349.875,347.720295
Rhode Island,edservs,1997,65644,93597.92188,364.797503
South Carolina,edservs,1997,130518,186097.9531,175.734535
South Dakota,edservs,1997,33461,47710.07422,218.783304
Tennessee,edservs,1997,155241,221349.0156,154.117763
Texas,edservs,1997,347883,496025.9375,83.361417
Utah,edservs,1997,95278,135851.2969,182.364687
Vermont,edservs,1997,34842,49679.16016,313.771695
Virginia,edservs,1997,157985,225261.5313,127.019033
Washington,edservs,1997,180067,256746.9531,165.493399
West Virginia,edservs,1997,98348,140228.6406,314.72379
Wisconsin,edservs,1997,145170,206989.375,144.064263
Wyoming,edservs,1997,21407,30522.98438,214.267045
Alabama,pell,1997,120833.258,172289.0469,145.113871
Alaska,pell,1997,7574.933,10800.65234,54.858226
Arizona,pell,1997,120449.842,171742.3594,131.773084
Arkansas,pell,1997,65903.625,93968.10938,130.800471
California,pell,1997,775291.674,1105442.875,115.64751
Colorado,pell,1997,79003.771,112646.8359,103.828952
Connecticut,pell,1997,36453.307,51976.62891,60.809869
Delaware,pell,1997,9964.552,14207.86914,72.157428
District of Columbia,pell,1997,18972.246,27051.41016,212.899297
Florida,pell,1997,318611.385,454289.25,123.405106
Georgia,pell,1997,152763.85,217817,101.558462
Hawaii,pell,1997,16001.057,22814.9668,70.329301
Idaho,pell,1997,34692.564,49466.08984,130.178377
Illinois,pell,1997,221041.939,315170.7188,92.944421
Indiana,pell,1997,110813.499,158002.4531,97.030513
Iowa,pell,1997,70263.011,100183.8984,129.268706
Kansas,pell,1997,60931.477,86878.61719,116.923988
Kentucky,pell,1997,103264.164,147238.3125,138.845652
Louisiana,pell,1997,140856.025,200838.3281,153.167307
Maine,pell,1997,24058.416,34303.48047,106.446929
Maryland,pell,1997,85095.66,121332.9063,87.661631
Massachusetts,pell,1997,115524.753,164719.9531,105.8717
Michigan,pell,1997,169971.609,242352.5313,89.006968
Minnesota,pell,1997,93004.001,132608.9375,99.470377
Mississippi,pell,1997,96534.401,137642.7344,167.636812
Missouri,pell,1997,117568.854,167634.5156,111.887701
Montana,pell,1997,27872.788,39742.17188,161.120608
Nebraska,pell,1997,38363.734,54700.59375,115.07532
Nevada,pell,1997,16272.475,23201.9668,49.922362
New Hampshire,pell,1997,17869.315,25478.80664,80.038972
New Jersey,pell,1997,130747.174,186424.7188,87.638833
New Mexico,pell,1997,52157.443,74368.23438,137.316406
New York,pell,1997,604588.504,862047.25,175.416052
North Carolina,pell,1997,138106.684,196918.2031,100.2241
North Dakota,pell,1997,21801.188,31085.0332,174.662486
Ohio,pell,1997,216774.138,309085.5,101.115361
Oklahoma,pell,1997,96770.016,137978.6875,146.115258
Oregon,pell,1997,58823.064,83872.35156,95.668577
Pennsylvania,pell,1997,241590.359,344469.5,110.870592
Rhode Island,pell,1997,26291.801,37487.93359,146.109059
South Carolina,pell,1997,82226.534,117241.9844,110.71302
South Dakota,pell,1997,22471.422,32040.67969,146.928415
Tennessee,pell,1997,113308.461,161559.875,112.488627
Texas,pell,1997,439754.371,627019.9375,105.37608
Utah,pell,1997,59940.569,85465.73438,114.727885
Vermont,pell,1997,13915.848,19841.79102,125.320002
Virginia,pell,1997,134515.903,191798.3281,108.15002
Washington,pell,1997,113187.841,161387.8906,104.027055
West Virginia,pell,1997,51247.879,73071.34375,163.998514
Wisconsin,pell,1997,79846.835,113848.9141,79.238661
Wyoming,pell,1997,12136.136,17304.20313,121.473067
Alabama,HeadStartPriv,1997,55777.48901,79529.84375,66.985585
Alaska,HeadStartPriv,1997,7581,10809.30273,54.902162
Arizona,HeadStartPriv,1997,40668.16778,57986.35156,44.491295
Arkansas,HeadStartPriv,1997,34294.76277,48898.88672,68.065621
California,HeadStartPriv,1997,308907.1912,440452.625,46.078593
Colorado,HeadStartPriv,1997,289154.2059,412288,380.014509
Connecticut,HeadStartPriv,1997,26573.54723,37889.66016,44.328872
Delaware,HeadStartPriv,1997,8314,11854.44434,60.205098
District of Columbia,HeadStartPriv,1997,7185.239615,10245.01074,80.630012
Florida,HeadStartPriv,1997,94409.9696,134613.625,36.567032
Georgia,HeadStartPriv,1997,90012.83227,128344.0078,59.841149
Hawaii,HeadStartPriv,1997,12632,18011.22656,55.521317
Idaho,HeadStartPriv,1997,11520.6163,16426.57031,43.229297
Illinois,HeadStartPriv,1997,140981.0568,201016.6094,59.280165
Indiana,HeadStartPriv,1997,49114.8407,70029.96875,43.00594
Iowa,HeadStartPriv,1997,26316.04954,37522.50781,48.415828
Kansas,HeadStartPriv,1997,19804.64301,28238.27734,38.003966
Kentucky,HeadStartPriv,1997,40953.12221,58392.65234,55.064239
Louisiana,HeadStartPriv,1997,64522.71038,91999.14063,70.162207
Maine,HeadStartPriv,1997,15536,22151.86914,68.739332
Maryland,HeadStartPriv,1997,38254.78583,54545.25,39.408319
Massachusetts,HeadStartPriv,1997,63419.64035,90426.33594,58.1204
Michigan,HeadStartPriv,1997,97135.46756,138499.75,50.865747
Minnesota,HeadStartPriv,1997,42007.70029,59896.3125,44.928413
Mississippi,HeadStartPriv,1997,103523,147607.3594,179.772854
Missouri,HeadStartPriv,1997,58794.48071,83831.59375,55.953417
Montana,HeadStartPriv,1997,10732.33604,15302.60742,62.039021
Nebraska,HeadStartPriv,1997,16154.76246,23034.12695,48.4576
Nevada,HeadStartPriv,1997,9942,14175.71387,30.501083
New Hampshire,HeadStartPriv,1997,7430,10594.00098,33.279933
New Jersey,HeadStartPriv,1997,69738.37603,99435.85156,46.745099
New Mexico,HeadStartPriv,1997,19646.19466,28012.35547,51.723108
New York,HeadStartPriv,1997,254119.5012,362334.0625,73.730536
North Carolina,HeadStartPriv,1997,69994.39241,99800.89063,50.79497
North Dakota,HeadStartPriv,1997,3688.159932,5258.730469,29.548077
Ohio,HeadStartPriv,1997,134497.0148,191771.3906,62.736794
Oklahoma,HeadStartPriv,1997,45865,65396.21094,69.25261
Oregon,HeadStartPriv,1997,31977.75611,45595.20313,52.00794
Pennsylvania,HeadStartPriv,1997,108983.846,155393.6563,50.014839
Rhode Island,HeadStartPriv,1997,13135,18728.42578,72.993964
South Carolina,HeadStartPriv,1997,51714,73735.95313,69.629751
South Dakota,HeadStartPriv,1997,9127.347871,13014.14941,59.678771
Tennessee,HeadStartPriv,1997,57065.76851,81366.72656,56.652874
Texas,HeadStartPriv,1997,200817.0886,286333.2813,48.120767
Utah,HeadStartPriv,1997,14503.12951,20679.16016,27.759386
Vermont,HeadStartPriv,1997,7591.894351,10824.83594,68.369254
Virginia,HeadStartPriv,1997,40010.71633,57048.92969,32.168388
Washington,HeadStartPriv,1997,36218.75709,51642.19922,33.287417
West Virginia,HeadStartPriv,1997,28699.54845,40921,91.841519
Wisconsin,HeadStartPriv,1997,44772.95441,63839.125,44.431925
Wyoming,HeadStartPriv,1997,5353.216716,7632.837402,53.581443
Alabama,TANFbasic,1997,63817.907,90994.20313,76.641671
Alaska,TANFbasic,1997,98731.126,140774.9063,715.018094
Arizona,TANFbasic,1997,187168.812,266873,204.764143
Arkansas,TANFbasic,1997,48154.142,68660.16406,95.572658
California,TANFbasic,1997,5036460.813,7181193.5,751.271009
Colorado,TANFbasic,1997,108467.171,154656.9688,142.550573
Connecticut,TANFbasic,1997,320942.776,457613.4375,535.383224
Delaware,TANFbasic,1997,31471.313,44873.09766,227.89675
District of Columbia,TANFbasic,1997,105358.788,150224.9063,1182.296038
Florida,TANFbasic,1997,543984.492,775635.5,210.696995
Georgia,TANFbasic,1997,315997.598,450562.4063,210.077375
Hawaii,TANFbasic,1997,163295.423,232833.3438,717.730939
Idaho,TANFbasic,1997,20080.416,28631.48633,75.348593
Illinois,TANFbasic,1997,706688.176,1007625.125,297.150493
Indiana,TANFbasic,1997,125771.059,179329.5625,110.127658
Iowa,TANFbasic,1997,120016.571,171124.5781,220.804483
Kansas,TANFbasic,1997,112149.486,159907.3594,215.208381
Kentucky,TANFbasic,1997,181040.733,258135.3438,243.421495
Louisiana,TANFbasic,1997,117270.89,167209.6719,127.520755
Maine,TANFbasic,1997,89726.834,127936.2188,396.998137
Maryland,TANFbasic,1997,232407.059,331375.5625,239.41505
Massachusetts,TANFbasic,1997,472115.572,673161.875,432.666421
Michigan,TANFbasic,1997,753508.856,1074384,394.580811
Minnesota,TANFbasic,1997,227962.291,325038.0313,243.812054
Mississippi,TANFbasic,1997,60023.888,85584.53906,104.234487
Missouri,TANFbasic,1997,218708.206,311843.1875,208.139822
Montana,TANFbasic,1997,42503.869,60603.76953,245.696604
Nebraska,TANFbasic,1997,48818.949,69608.07031,146.436632
Nevada,TANFbasic,1997,40248.916,57388.56641,123.479739
New Hampshire,TANFbasic,1997,43663.523,62257.25391,195.574567
New Jersey,TANFbasic,1997,425775.695,607088.5625,285.394222
New Mexico,TANFbasic,1997,131010.621,186800.3438,344.91545
New York,TANFbasic,1997,2656535.582,3787798,770.770431
North Carolina,TANFbasic,1997,269843.544,384754.0625,195.825621
North Dakota,TANFbasic,1997,19042.344,27151.35938,152.559727
Ohio,TANFbasic,1997,697067.991,993908.3125,325.150818
Oklahoma,TANFbasic,1997,94477.784,134710.3281,142.654166
Oregon,TANFbasic,1997,174944.207,249442.6719,284.525514
Pennsylvania,TANFbasic,1997,702077.847,1001051.563,322.197407
Rhode Island,TANFbasic,1997,118222.326,168566.2656,656.986296
South Carolina,TANFbasic,1997,71506.296,101956.625,96.278869
South Dakota,TANFbasic,1997,17798.786,25378.24414,116.376594
Tennessee,TANFbasic,1997,130177.762,185612.8281,129.235879
Texas,TANFbasic,1997,365110.872,520590.1563,87.489642
Utah,TANFbasic,1997,58340.686,83184.55469,111.665666
Vermont,TANFbasic,1997,53276.87,75964.35938,479.788035
Virginia,TANFbasic,1997,161336.974,230040.9063,129.713997
Washington,TANFbasic,1997,499356.451,712003,458.94137
West Virginia,TANFbasic,1997,88522.73,126219.3594,283.281893
Wisconsin,TANFbasic,1997,206221.364,294038.9375,204.650611
Wyoming,TANFbasic,1997,11946.193,17033.375,119.571894
Alabama,othercashserv,1997,426958.0938,608774.4375,512.752354
Alaska,othercashserv,1997,172966.875,246623.3125,1252.638936
Arizona,othercashserv,1997,667569.1875,951847.6875,730.325937
Arkansas,othercashserv,1997,328777.8438,468785,652.533114
California,othercashserv,1997,6852416,9770457,1022.150517
Colorado,othercashserv,1997,888760.8125,1267231.875,1168.034196
Connecticut,othercashserv,1997,578823.25,825310.0625,965.568542
Delaware,othercashserv,1997,139107.6875,198345.4844,1007.33614
District of Columbia,othercashserv,1997,226199.2188,322524.1875,2538.321257
Florida,othercashserv,1997,1697162.5,2419884.25,657.347858
Georgia,othercashserv,1997,916803.375,1307216.125,609.497249
Hawaii,othercashserv,1997,150910.5781,215174.5313,663.295925
Idaho,othercashserv,1997,182677.5938,260469.25,685.468853
Illinois,othercashserv,1997,2713839.75,3869504.75,1141.12401
Indiana,othercashserv,1997,816023.9375,1163520.625,714.526892
Iowa,othercashserv,1997,497033.4375,708690.75,914.433777
Kansas,othercashserv,1997,261920.5156,373457.0625,502.610326
Kentucky,othercashserv,1997,517374.25,737693.5625,695.644617
Louisiana,othercashserv,1997,578665.125,825084.625,629.242361
Maine,othercashserv,1997,369099.1563,526276.8125,1633.086443
Maryland,othercashserv,1997,787865.9375,1123371.75,811.623216
Massachusetts,othercashserv,1997,1373726.375,1958715.75,1258.940101
Michigan,othercashserv,1997,2218318.25,3162969.75,1161.63981
Minnesota,othercashserv,1997,1466506.75,2091005.875,1568.47012
Mississippi,othercashserv,1997,251208.1094,358182.875,436.235428
Missouri,othercashserv,1997,606903.8125,865348.5,577.577055
Montana,othercashserv,1997,149710.125,213462.875,865.409911
Nebraska,othercashserv,1997,312903.0625,446150.0938,938.579679
Nevada,othercashserv,1997,207516.0781,295885,636.639059
New Hampshire,othercashserv,1997,224181.4688,319647.1875,1004.137754
New Jersey,othercashserv,1997,1475296.25,2103538.25,988.8798
New Mexico,othercashserv,1997,227451.375,324309.5625,598.817825
New York,othercashserv,1997,6178047.5,8808915,1792.506218
North Carolina,othercashserv,1997,1216753.5,1734897.375,882.998765
North Dakota,othercashserv,1997,157018.6563,223883.6719,1257.971287
Ohio,othercashserv,1997,2146527,3060606.75,1001.258135
Oklahoma,othercashserv,1997,360390.2188,513859.25,544.161439
Oregon,othercashserv,1997,722751.8125,1030529.375,1175.468087
Pennsylvania,othercashserv,1997,3691933.25,5264110.5,1694.301128
Rhode Island,othercashserv,1997,192079.6719,273875.125,1067.427158
South Carolina,othercashserv,1997,555275.6875,791735,747.644901
South Dakota,othercashserv,1997,115462.2109,164630.7813,754.944682
Tennessee,othercashserv,1997,916637.25,1306979.25,910.005033
Texas,othercashserv,1997,2244445,3200222.25,537.82481
Utah,othercashserv,1997,331553.3125,472742.4063,634.602129
Vermont,othercashserv,1997,112815.1328,160856.4688,1015.963435
Virginia,othercashserv,1997,1150463,1640377.625,924.96568
Washington,othercashserv,1997,982083.5625,1400295.25,902.599275
West Virginia,othercashserv,1997,171251.2656,244177.125,548.021793
Wisconsin,othercashserv,1997,1354753.625,1931663.625,1344.434738
Wyoming,othercashserv,1997,60951.80859,86907.60156,610.07911
Alabama,SNAP,1997,200339.2813,285652,240.596056
Alaska,SNAP,1997,28513.375,40655.54688,206.49597
Arizona,SNAP,1997,180363.0625,257169.0938,197.318614
Arkansas,SNAP,1997,101938.0391,145347.4688,202.318832
California,SNAP,1997,1477317.375,2106420,220.36618
Colorado,SNAP,1997,93925.39844,133922.7031,123.439372
Connecticut,SNAP,1997,86500.67969,123336.2344,144.29678
Delaware,SNAP,1997,22563.57227,32172.07227,163.392127
District of Columbia,SNAP,1997,47987.23438,68422.17969,538.494408
Florida,SNAP,1997,519976.5938,741404.0625,201.398224
Georgia,SNAP,1997,310446.9063,442648,206.387237
Hawaii,SNAP,1997,91215.96094,130059.4766,400.920689
Idaho,SNAP,1997,27309.61328,38939.17188,102.47501
Illinois,SNAP,1997,480673.4375,685364,202.115089
Indiana,SNAP,1997,135642.5469,193404.7344,118.77133
Iowa,SNAP,1997,60053.35938,85626.55469,110.485166
Kansas,SNAP,1997,55899.55078,79703.88281,107.268006
Kentucky,SNAP,1997,170579.3594,243219.0938,229.355469
Louisiana,SNAP,1997,268429.125,382737.3125,291.890711
Maine,SNAP,1997,42339.08203,60368.80859,187.330097
Maryland,SNAP,1997,164534.4688,234600.0313,169.495836
Massachusetts,SNAP,1997,136892.8281,195187.4375,125.454292
Michigan,SNAP,1997,337462.6563,481168.1875,176.714972
Minnesota,SNAP,1997,94169.27344,134270.4375,100.71668
Mississippi,SNAP,1997,153492.4063,218855.8125,266.547233
Missouri,SNAP,1997,199955.2656,285104.4688,190.293044
Montana,SNAP,1997,27097.35938,38636.53125,156.63819
Nebraska,SNAP,1997,36922.61719,52645.78906,110.752568
Nevada,SNAP,1997,37403,53330.74219,114.748746
New Hampshire,SNAP,1997,16840.74805,24012.23242,75.431883
New Jersey,SNAP,1997,228915.8125,326397.5938,153.44052
New Mexico,SNAP,1997,89904.76563,128189.9219,236.694872
New York,SNAP,1997,808804.5,1153226.875,234.667525
North Carolina,SNAP,1997,231889.25,330637.25,168.282151
North Dakota,SNAP,1997,14093.73145,20095.42383,112.9134
Ohio,SNAP,1997,351871.375,501712.7188,164.132133
Oklahoma,SNAP,1997,124945.7422,178152.7969,188.658431
Oregon,SNAP,1997,94287.83594,134439.4844,153.347716
Pennsylvania,SNAP,1997,408254.6875,582106.375,187.356144
Rhode Island,SNAP,1997,36812.49219,52488.76953,204.574764
South Carolina,SNAP,1997,144627.9219,206216.4531,194.732681
South Dakota,SNAP,1997,20468.97266,29185.50586,133.835495
Tennessee,SNAP,1997,218793.5469,311964.875,217.210487
Texas,SNAP,1997,993436.0625,1416482.125,238.051981
Utah,SNAP,1997,42434.54297,60504.92188,81.220873
Vermont,SNAP,1997,16637.39844,23722.28906,149.82909
Virginia,SNAP,1997,182829.5,260685.8438,146.993876
Washington,SNAP,1997,178949.25,255153.2188,164.466113
West Virginia,SNAP,1997,97777.21094,139414.7813,312.897176
Wisconsin,SNAP,1997,88407.6875,126055.3281,87.734304
Wyoming,SNAP,1997,12148.45898,17321.77344,121.596411
Alabama,socsec,1997,276733.3637,394577.8438,332.341015
Alaska,socsec,1997,30713.22195,43792.17969,222.427428
Arizona,socsec,1997,201307.3825,287032.375,220.231861
Arkansas,socsec,1997,158875.9371,226531.8594,315.324813
California,socsec,1997,1176634.537,1677694.125,175.5144
Colorado,socsec,1997,156353.0525,222934.625,205.483526
Connecticut,socsec,1997,134440.164,191690.3281,224.267408
Delaware,socsec,1997,36127.75371,51512.44141,261.615932
District of Columbia,socsec,1997,23373.86495,33327.42188,262.292594
Florida,socsec,1997,725088.267,1033860.75,280.842423
Georgia,socsec,1997,400435.5709,570957.5625,266.212344
Hawaii,socsec,1997,48279.32213,68838.64844,212.20167
Idaho,socsec,1997,51182.27188,72977.79688,192.053407
Illinois,socsec,1997,519825.5563,741188.75,218.577921
Indiana,socsec,1997,274670.612,391636.6875,240.507081
Iowa,socsec,1997,105638.2113,150623.3125,194.351405
Kansas,socsec,1997,106729.8857,152179.875,204.808488
Kentucky,socsec,1997,220880.5892,314940.6563,296.988875
Louisiana,socsec,1997,283112.703,403673.7813,307.857692
Maine,socsec,1997,53367.39011,76093.42969,236.125067
Maryland,socsec,1997,233309.1849,332661.875,240.34439
